hhid,hh_d_ni_noasis,hh_d_esc_retardada,hh_d_logro_min,hh_d_destotalmax,hh_d_subocup_max,hh_d_10a17_ocup,hh_d_no_afil,hh_d_jubi_pens,hh_d_materialidad,hh_d_hacinamiento,hh_d_sin_basur,hh_d_sin_salud,hh_d_agua_mejor,hh_d_san_mejor,hh_d_combus,fex_2022,facpob,upm,nvivi,nhoga,dpto,area,pobrezai,pobnopoi,ing_tcm,tcm,estgeo
26770_078_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,105.3929,210.7858,26770,78,1,Amambay,1,3,0,0,0,Amambay urbano
26770_086_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,87.93680000000001,351.7472,26770,86,1,Amambay,1,3,0,0,0,Amambay urbano
26778_005_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,53.37679,213.50716,26778,5,1,Amambay,1,3,0,0,0,Amambay urbano
26778_013_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62.49663,374.9797800000001,26778,13,1,Amambay,1,3,0,0,0,Amambay urbano
26778_015_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,53.56706,214.26824,26778,15,1,Amambay,1,3,0,0,0,Amambay urbano
26778_021_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.30029,41.30029,26778,21,1,Amambay,1,3,0,0,0,Amambay urbano
26778_022_1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,62.48588,249.94352,26778,22,1,Amambay,1,3,0,0,0,Amambay urbano
26778_030_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,58.70421,234.81684,26778,30,1,Amambay,1,3,0,0,0,Amambay urbano
26778_049_1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,61.33591999999999,490.68736,26778,49,1,Amambay,1,3,0,0,0,Amambay urbano
26778_050_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,55.67389,111.34778,26778,50,1,Amambay,1,3,0,0,0,Amambay urbano
26778_060_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.59188,222.36752,26778,60,1,Amambay,1,3,0,0,0,Amambay urbano
26786_016_1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,89.14747,356.58988,26786,16,1,Amambay,1,3,0,0,0,Amambay urbano
26786_037_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80.89286,161.78572,26786,37,1,Amambay,1,3,0,0,0,Amambay urbano
26786_041_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,80.21777,320.87108,26786,41,1,Amambay,1,3,0,0,0,Amambay urbano
26786_056_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88.38842,441.9421,26786,56,1,Amambay,1,3,0,0,0,Amambay urbano
26786_069_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68.01305000000001,136.0261,26786,69,1,Amambay,1,3,0,0,0,Amambay urbano
26786_070_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,76.64418000000001,153.28836,26786,70,1,Amambay,1,3,0,0,0,Amambay urbano
26786_071_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.2061,216.4122,26786,71,1,Amambay,1,3,0,0,0,Amambay urbano
26795_011_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.27200999999999,77.27200999999999,26795,11,1,Amambay,1,3,0,0,0,Amambay urbano
26795_035_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.63893000000001,572.7503699999999,26795,35,1,Amambay,1,3,0,0,0,Amambay urbano
26795_036_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.3032,134.6064,26795,36,1,Amambay,1,3,0,0,0,Amambay urbano
26795_040_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.56583,117.13166,26795,40,1,Amambay,1,3,0,0,0,Amambay urbano
26795_043_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65.76443999999999,197.29332,26795,43,1,Amambay,1,3,0,0,0,Amambay urbano
26795_051_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,51.87858,155.63574,26795,51,1,Amambay,1,3,0,0,0,Amambay urbano
26795_055_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.21243,52.21243,26795,55,1,Amambay,1,3,0,0,0,Amambay urbano
26795_066_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59.89961,179.69883,26795,66,1,Amambay,1,3,0,0,0,Amambay urbano
26795_072_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,60.28711,241.14844,26795,72,1,Amambay,1,3,0,0,0,Amambay urbano
26795_077_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73.47185,293.8874,26795,77,1,Amambay,1,2,1,0,0,Amambay urbano
26803_005_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61.39743,61.39743,26803,5,1,Amambay,1,3,0,0,0,Amambay urbano
26803_006_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.75530999999999,323.77655,26803,6,1,Amambay,1,3,0,0,0,Amambay urbano
26803_009_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.68182,77.68182,26803,9,1,Amambay,1,2,1,0,0,Amambay urbano
26803_010_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.34094,75.34094,26803,10,1,Amambay,1,3,0,0,0,Amambay urbano
26803_017_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.00604,192.01812,26803,17,1,Amambay,1,3,0,0,0,Amambay urbano
26803_018_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.31274999999999,351.56375,26803,18,1,Amambay,1,3,0,0,0,Amambay urbano
26803_043_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55.42559,55.42559,26803,43,1,Amambay,1,2,1,0,0,Amambay urbano
26803_053_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,63.10645,126.2129,26803,53,1,Amambay,1,3,0,0,0,Amambay urbano
26810_008_1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,51.0382,153.1146,26810,8,1,Amambay,1,3,0,0,0,Amambay urbano
26810_012_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,50.23338,50.23338,26810,12,1,Amambay,1,3,0,0,0,Amambay urbano
26810_013_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.24078,200.96312,26810,13,1,Amambay,1,3,0,0,0,Amambay urbano
26810_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.07106,51.07106,26810,26,1,Amambay,1,3,0,0,0,Amambay urbano
26810_027_1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,44.92075,134.76225,26810,27,1,Amambay,1,3,0,0,0,Amambay urbano
26810_030_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.38189,51.38189,26810,30,1,Amambay,1,3,0,0,0,Amambay urbano
26810_034_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.06581,108.13162,26810,34,1,Amambay,1,3,0,0,0,Amambay urbano
26810_038_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42.0458,42.0458,26810,38,1,Amambay,1,3,0,0,0,Amambay urbano
26810_039_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.0186,92.0372,26810,39,1,Amambay,1,3,0,0,0,Amambay urbano
26818_001_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,36.91522,147.66088,26818,1,1,Amambay,1,3,0,0,0,Amambay urbano
26818_002_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.24717,37.24717,26818,2,1,Amambay,1,3,0,0,0,Amambay urbano
26818_019_1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,41.94522,167.78088,26818,19,1,Amambay,1,2,1,0,0,Amambay urbano
26818_022_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32.23008,32.23008,26818,22,1,Amambay,1,3,0,0,0,Amambay urbano
26818_026_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,44.61548,44.61548,26818,26,1,Amambay,1,3,0,0,0,Amambay urbano
26818_035_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.73101,38.73101,26818,35,1,Amambay,1,3,0,0,0,Amambay urbano
26818_036_1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,37.26,74.52,26818,36,1,Amambay,1,3,0,0,0,Amambay urbano
26818_047_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.24903,86.49806,26818,47,1,Amambay,1,3,0,0,0,Amambay urbano
26818_051_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,44.79482,179.17928,26818,51,1,Amambay,1,3,0,0,0,Amambay urbano
26818_052_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.71021,170.84084,26818,52,1,Amambay,1,3,0,0,0,Amambay urbano
26818_053_1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44.13083,264.78498,26818,53,1,Amambay,1,3,0,0,0,Amambay urbano
26826_003_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.04397,189.13191,26826,3,1,Amambay,1,3,0,0,0,Amambay urbano
26826_005_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49.94526,99.89052,26826,5,1,Amambay,1,3,0,0,0,Amambay urbano
26826_007_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.17296000000001,174.51888,26826,7,1,Amambay,1,3,0,0,0,Amambay urbano
26826_016_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.02539,265.12695,26826,16,1,Amambay,1,3,0,0,0,Amambay urbano
26826_036_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,44.41734,88.83468000000001,26826,36,1,Amambay,1,3,0,0,0,Amambay urbano
26826_043_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70.78874,70.78874,26826,43,1,Amambay,1,3,0,0,0,Amambay urbano
26826_044_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,63.91785000000001,191.75355,26826,44,1,Amambay,1,3,0,0,0,Amambay urbano
26826_045_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68.52253,137.04506,26826,45,1,Amambay,1,3,0,0,0,Amambay urbano
26826_064_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,49.2006,98.4012,26826,64,1,Amambay,1,3,0,0,0,Amambay urbano
26826_068_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52.72827999999999,316.36968,26826,68,1,Amambay,1,3,0,0,0,Amambay urbano
26826_069_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52.53402,105.06804,26826,69,1,Amambay,1,3,0,0,0,Amambay urbano
26833_001_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,49.22008,98.44016000000001,26833,1,1,Amambay,1,3,0,0,0,Amambay urbano
26833_004_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,39.00199,156.00796,26833,4,1,Amambay,1,3,0,0,0,Amambay urbano
26833_017_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.75387,97.50774,26833,17,1,Amambay,1,3,0,0,0,Amambay urbano
26833_020_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,46.91876,187.67504,26833,20,1,Amambay,1,3,0,0,0,Amambay urbano
26833_025_1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46.1858,46.1858,26833,25,1,Amambay,1,3,0,0,0,Amambay urbano
26833_028_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39.10354,117.31062,26833,28,1,Amambay,1,3,0,0,0,Amambay urbano
26833_032_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,52.11832,208.47328,26833,32,1,Amambay,1,3,0,0,0,Amambay urbano
26833_042_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47.93194,143.79582,26833,42,1,Amambay,1,3,0,0,0,Amambay urbano
26841_004_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63.14903,252.59612,26841,4,1,Amambay,1,3,0,0,0,Amambay urbano
26841_020_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.06305999999999,280.25224,26841,20,1,Amambay,1,3,0,0,0,Amambay urbano
26841_021_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,57.91605999999999,173.74818,26841,21,1,Amambay,1,3,0,0,0,Amambay urbano
26841_042_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,66.96013000000001,133.92026,26841,42,1,Amambay,1,3,0,0,0,Amambay urbano
26841_045_1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,67.07906,201.23718,26841,45,1,Amambay,1,3,0,0,0,Amambay urbano
26841_049_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4012,67.4012,26841,49,1,Amambay,1,3,0,0,0,Amambay urbano
26841_058_1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,65.39424,196.18272,26841,58,1,Amambay,1,3,0,0,0,Amambay urbano
26849_007_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,74.45252000000001,148.90504,26849,7,1,Amambay,1,3,0,0,0,Amambay urbano
26849_023_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,58.3117,174.9351,26849,23,1,Amambay,1,3,0,0,0,Amambay urbano
26849_029_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66.37761999999999,331.8881,26849,29,1,Amambay,1,3,0,0,0,Amambay urbano
26849_032_1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,60.04,180.12,26849,32,1,Amambay,1,3,0,0,0,Amambay urbano
26849_043_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.95496,185.86488,26849,43,1,Amambay,1,3,0,0,0,Amambay urbano
26849_047_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.13855,64.13855,26849,47,1,Amambay,1,3,0,0,0,Amambay urbano
26849_049_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.22763999999999,204.68292,26849,49,1,Amambay,1,3,0,0,0,Amambay urbano
26856_003_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44.90097,179.60388,26856,3,1,Amambay,1,3,0,0,0,Amambay urbano
26856_020_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.47014,74.94028,26856,20,1,Amambay,1,3,0,0,0,Amambay urbano
26856_027_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.82919,85.65837999999999,26856,27,1,Amambay,1,3,0,0,0,Amambay urbano
26856_034_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40.62156,162.48624,26856,34,1,Amambay,1,3,0,0,0,Amambay urbano
26856_035_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39.49928,118.49784,26856,35,1,Amambay,1,3,0,0,0,Amambay urbano
26856_039_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.72046,25.72046,26856,39,1,Amambay,1,3,0,0,0,Amambay urbano
26856_049_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.55464,145.66392,26856,49,1,Amambay,1,3,0,0,0,Amambay urbano
26856_060_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.31377,129.94131,26856,60,1,Amambay,1,3,0,0,0,Amambay urbano
26856_062_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36.09735,72.1947,26856,62,1,Amambay,1,3,0,0,0,Amambay urbano
26856_075_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,41.12067,123.36201,26856,75,1,Amambay,1,3,0,0,0,Amambay urbano
26856_079_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.19556,129.58668,26856,79,1,Amambay,1,3,0,0,0,Amambay urbano
26863_016_1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,54.16389,162.49167,26863,16,1,Amambay,1,3,0,0,0,Amambay urbano
26863_018_1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,56.4146,394.9022,26863,18,1,Amambay,1,3,0,0,0,Amambay urbano
26863_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.16576,300.8288,26863,26,1,Amambay,1,3,0,0,0,Amambay urbano
26863_037_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.00641,49.00641,26863,37,1,Amambay,1,3,0,0,0,Amambay urbano
26863_039_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.61246,308.0623,26863,39,1,Amambay,1,3,0,0,0,Amambay urbano
26863_058_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.16298,183.48894,26863,58,1,Amambay,1,3,0,0,0,Amambay urbano
26863_069_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67.92055999999999,135.84112,26863,69,1,Amambay,1,3,0,0,0,Amambay urbano
26863_075_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54.20742,108.41484,26863,75,1,Amambay,1,2,1,0,0,Amambay urbano
26863_077_1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,34.63751,34.63751,26863,77,1,Amambay,1,1,1,0,0,Amambay urbano
26863_080_1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,61.13941,122.27882,26863,80,1,Amambay,1,2,1,0,0,Amambay urbano
26871_011_1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92.36132000000001,369.44528,26871,11,1,Amambay,1,3,0,0,0,Amambay urbano
26871_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,105.9853,105.9853,26871,26,1,Amambay,1,3,0,0,0,Amambay urbano
26871_051_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77.76828,77.76828,26871,51,1,Amambay,1,3,0,0,0,Amambay urbano
26871_055_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,96.15894,384.63576,26871,55,1,Amambay,1,3,0,0,0,Amambay urbano
26871_064_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,76.94264,307.77056,26871,64,1,Amambay,1,3,0,0,0,Amambay urbano
26871_067_1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,91.86059,275.58177,26871,67,1,Amambay,1,3,0,0,0,Amambay urbano
26871_073_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.05556,194.11112,26871,73,1,Amambay,1,3,0,0,0,Amambay urbano
26879_018_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,59.00751,295.03755,26879,18,1,Amambay,1,3,0,0,0,Amambay urbano
26879_019_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.73791,87.47582,26879,19,1,Amambay,1,3,0,0,0,Amambay urbano
26879_024_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5235,62.5235,26879,24,1,Amambay,1,3,0,0,0,Amambay urbano
26879_026_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60.19300999999999,180.57903,26879,26,1,Amambay,1,3,0,0,0,Amambay urbano
26879_046_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53.75482000000001,268.7741,26879,46,1,Amambay,1,3,0,0,0,Amambay urbano
26879_047_1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,55.40453000000001,387.83171,26879,47,1,Amambay,1,3,0,0,0,Amambay urbano
26879_049_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.55817,252.7908499999999,26879,49,1,Amambay,1,3,0,0,0,Amambay urbano
26879_052_1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,53.8383,215.3532,26879,52,1,Amambay,1,2,1,0,0,Amambay urbano
26879_061_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,48.38553,145.15659,26879,61,1,Amambay,1,3,0,0,0,Amambay urbano
26879_067_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4134,44.4134,26879,67,1,Amambay,1,2,1,0,0,Amambay urbano
26887_018_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.30109,201.20436,26887,18,1,Amambay,1,3,0,0,0,Amambay urbano
26887_029_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.83951,164.51853,26887,29,1,Amambay,1,3,0,0,0,Amambay urbano
26887_032_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,43.67582,218.3791,26887,32,1,Amambay,1,3,0,0,0,Amambay urbano
26887_034_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,49.29314,246.4657,26887,34,1,Amambay,1,3,0,0,0,Amambay urbano
26887_037_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,51.16334,306.98004,26887,37,1,Amambay,1,3,0,0,0,Amambay urbano
26887_043_1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,46.42953,278.57718,26887,43,1,Amambay,1,3,0,0,0,Amambay urbano
26887_046_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.86843,46.86843,26887,46,1,Amambay,1,3,0,0,0,Amambay urbano
26887_054_1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51.53137999999999,154.59414,26887,54,1,Amambay,1,1,1,0,0,Amambay urbano
26887_057_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,57.36099,114.72198,26887,57,1,Amambay,1,3,0,0,0,Amambay urbano
26887_064_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.08215,200.3286,26887,64,1,Amambay,1,3,0,0,0,Amambay urbano
26895_012_1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,59.40031,237.60124,26895,12,1,Amambay,1,3,0,0,0,Amambay urbano
26895_016_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.28219,233.12876,26895,16,1,Amambay,1,3,0,0,0,Amambay urbano
26895_021_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57.12871000000001,342.77226,26895,21,1,Amambay,1,3,0,0,0,Amambay urbano
26895_023_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,42.37077,127.11231,26895,23,1,Amambay,1,3,0,0,0,Amambay urbano
26895_032_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52.01852000000001,364.1296400000001,26895,32,1,Amambay,1,2,1,0,0,Amambay urbano
26895_037_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.01308,270.0654,26895,37,1,Amambay,1,3,0,0,0,Amambay urbano
26895_040_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,54.11562,270.5781,26895,40,1,Amambay,1,3,0,0,0,Amambay urbano
26895_046_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48.85143,97.70286,26895,46,1,Amambay,1,3,0,0,0,Amambay urbano
26895_059_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,59.56939,297.84695,26895,59,1,Amambay,1,3,0,0,0,Amambay urbano
26895_060_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.73827,218.95308,26895,60,1,Amambay,1,3,0,0,0,Amambay urbano
26903_003_1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,63.01158,315.0579,26903,3,1,Amambay,1,2,1,0,0,Amambay urbano
26903_008_1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,57.44945,229.7978,26903,8,1,Amambay,1,3,0,0,0,Amambay urbano
26903_020_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46.29008,92.58016000000001,26903,20,1,Amambay,1,3,0,0,0,Amambay urbano
26903_022_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50.39613,100.79226,26903,22,1,Amambay,1,3,0,0,0,Amambay urbano
26903_030_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.79013999999999,388.7408399999999,26903,30,1,Amambay,1,3,0,0,0,Amambay urbano
26903_031_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.6296,87.25920000000001,26903,31,1,Amambay,1,3,0,0,0,Amambay urbano
26903_034_1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,66.42577,265.70308,26903,34,1,Amambay,1,3,0,0,0,Amambay urbano
26903_058_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.68775,164.06325,26903,58,1,Amambay,1,3,0,0,0,Amambay urbano
26911_006_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,57.49974,229.99896,26911,6,1,Amambay,1,3,0,0,0,Amambay urbano
26911_014_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70.34285,70.34285,26911,14,1,Amambay,1,3,0,0,0,Amambay urbano
26911_036_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.95605,170.86815,26911,36,1,Amambay,1,3,0,0,0,Amambay urbano
26911_040_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.6151,51.6151,26911,40,1,Amambay,1,3,0,0,0,Amambay urbano
26911_054_1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,57.78233,115.56466,26911,54,1,Amambay,1,3,0,0,0,Amambay urbano
26911_057_1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,79.33745999999999,238.01238,26911,57,1,Amambay,1,3,0,0,0,Amambay urbano
26911_058_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.24057,100.48114,26911,58,1,Amambay,1,3,0,0,0,Amambay urbano
26911_068_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.34757999999999,257.39032,26911,68,1,Amambay,1,3,0,0,0,Amambay urbano
26911_080_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64.29345000000001,192.88035,26911,80,1,Amambay,1,3,0,0,0,Amambay urbano
26919_002_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.29656,165.88968,26919,2,1,Amambay,1,3,0,0,0,Amambay urbano
26919_008_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51.95111,51.95111,26919,8,1,Amambay,1,3,0,0,0,Amambay urbano
26919_015_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,54.90156,219.60624,26919,15,1,Amambay,1,3,0,0,0,Amambay urbano
26919_016_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55.05463,165.16389,26919,16,1,Amambay,1,2,1,0,0,Amambay urbano
26919_022_1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,51.83238,155.49714,26919,22,1,Amambay,1,3,0,0,0,Amambay urbano
26919_046_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,56.36474,56.36474,26919,46,1,Amambay,1,3,0,0,0,Amambay urbano
26919_050_1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,50.88221,203.52884,26919,50,1,Amambay,1,2,1,0,0,Amambay urbano
26919_051_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47.34918,142.04754,26919,51,1,Amambay,1,3,0,0,0,Amambay urbano
26919_059_1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61.47193,307.35965,26919,59,1,Amambay,1,3,0,0,0,Amambay urbano
26919_065_1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52.04874,208.19496,26919,65,1,Amambay,1,3,0,0,0,Amambay urbano
26926_016_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.7773,188.8865,26926,16,1,Amambay,1,3,0,0,0,Amambay urbano
26926_027_1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,45.24989,135.74967,26926,27,1,Amambay,1,2,1,0,0,Amambay urbano
26926_033_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35.38233,106.14699,26926,33,1,Amambay,1,3,0,0,0,Amambay urbano
